Category,Reviews,Installs,NUM_INSTALLED,NUM_CATEGORY,
DATING,105,"5,000+",5000,8,
DATING,3414,"500,000+",500000,8,
DATING,42194,"5,000,000+",5000000,8,
DATING,11806,"1,000,000+",1000000,8,
DATING,1999,"100,000+",100000,8,
DATING,22544,"1,000,000+",1000000,8,
DATING,97684,"1,000,000+",1000000,8,
DATING,2519,"100,000+",100000,8,
DATING,1146,"100,000+",100000,8,
DATING,13046,"500,000+",500000,8,
DATING,17268,"500,000+",500000,8,
DATING,8722,"500,000+",500000,8,
DATING,953,"100,000+",100000,8,
DATING,2593,"500,000+",500000,8,
DATING,5377,"500,000+",500000,8,
DATING,852,"100,000+",100000,8,
DATING,212,"50,000+",50000,8,
DATING,1972,"1,000,000+",1000000,8,
DATING,35206,"1,000,000+",1000000,8,
DATING,5164,"100,000+",100000,8,
DATING,1939,"100,000+",100000,8,
DATING,277,"100,000+",100000,8,
DATING,80,"10,000+",10000,8,
DATING,825,"100,000+",100000,8,
DATING,40035,"1,000,000+",1000000,8,
DATING,1093,"100,000+",100000,8,
DATING,135418,"10,000,000+",10000000,8,
DATING,1601,"500,000+",500000,8,
DATING,2212,"100,000+",100000,8,
DATING,57081,"1,000,000+",1000000,8,
DATING,241,"50,000+",50000,8,
DATING,63986,"5,000,000+",5000000,8,
DATING,7888,"500,000+",500000,8,
DATING,535,"100,000+",100000,8,
DATING,5084,"100,000+",100000,8,
DATING,2430,"500,000+",500000,8,
DATING,285726,"10,000,000+",10000000,8,
DATING,48845,"1,000,000+",1000000,8,
DATING,2556,"100,000+",100000,8,
DATING,7779,"500,000+",500000,8,
DATING,837,"100,000+",100000,8,
DATING,12632,"1,000,000+",1000000,8,
DATING,61637,"5,000,000+",5000000,8,
DATING,5377,"500,000+",500000,8,
DATING,11633,"500,000+",500000,8,
DATING,313724,"10,000,000+",10000000,8,
DATING,738,"10,000+",10000,8,
DATING,305708,"10,000,000+",10000000,8,
DATING,953,"100,000+",100000,8,
DATING,4631,"100,000+",100000,8,
DATING,222888,"1,000,000+",1000000,8,
DATING,17268,"500,000+",500000,8,
DATING,5164,"100,000+",100000,8,
DATING,4953,"1,000,000+",1000000,8,
DATING,4195,"100,000+",100000,8,
DATING,28671,"1,000,000+",1000000,8,
DATING,212626,"10,000,000+",10000000,8,
DATING,1439,"50,000+",50000,8,
DATING,1645,"500,000+",500000,8,
DATING,13204,"1,000,000+",1000000,8,
DATING,853,"100,000+",100000,8,
DATING,337,"10,000+",10000,8,
DATING,13049,"500,000+",500000,8,
DATING,51698,"1,000,000+",1000000,8,
DATING,923,"100,000+",100000,8,
DATING,1546,"10,000+",10000,8,
DATING,149,"10,000+",10000,8,
DATING,198,"10,000+",10000,8,
DATING,135420,"10,000,000+",10000000,8,
DATING,22545,"1,000,000+",1000000,8,
DATING,8723,"500,000+",500000,8,
DATING,23170,"500,000+",500000,8,
DATING,13890,"500,000+",500000,8,
DATING,57083,"1,000,000+",1000000,8,
DATING,537,"100,000+",100000,8,
DATING,13440,"500,000+",500000,8,
DATING,143,"10,000+",10000,8,
DATING,1059,"100,000+",100000,8,
DATING,894,"100,000+",100000,8,
DATING,6191,"500,000+",500000,8,
DATING,2212,"100,000+",100000,8,
DATING,15081,"1,000,000+",1000000,8,
DATING,80,"10,000+",10000,8,
DATING,218,"10,000+",10000,8,
DATING,35205,"1,000,000+",1000000,8,
DATING,243950,"10,000,000+",10000000,8,
DATING,236,"10,000+",10000,8,
DATING,5152,"100,000+",100000,8,
DATING,1576,"10,000+",10000,8,
DATING,6701,"1,000,000+",1000000,8,
DATING,40039,"1,000,000+",1000000,8,
DATING,742,"50,000+",50000,8,
DATING,187,"10,000+",10000,8,
DATING,2506,"500,000+",500000,8,
DATING,182986,"5,000,000+",5000000,8,
DATING,8661,"1,000,000+",1000000,8,
DATING,8,"1,000+",1000,8,
DATING,59,"5,000+",5000,8,
DATING,35,"1,000+",1000,8,
DATING,28,500+,500,8,
DATING,125,"5,000+",5000,8,
DATING,185,"10,000+",10000,8,
DATING,6,100+,100,8,
DATING,110,"10,000+",10000,8,
DATING,3,"1,000+",1000,8,
DATING,3,100+,100,8,
DATING,5,"1,000+",1000,8,
DATING,3,"1,000+",1000,8,
DATING,84,"1,000+",1000,8,
DATING,2,100+,100,8,
DATING,20,500+,500,8,
DATING,2,500+,500,8,
DATING,776,"5,000+",5000,8,
DATING,2,100+,100,8,
DATING,1,100+,100,8,
DATING,0,50+,50,8,
DATING,14,"5,000+",5000,8,
DATING,0,50+,50,8,
DATING,1,500+,500,8,
DATING,1,10+,10,8,
DATING,3,500+,500,8,
DATING,0,500+,500,8,
DATING,0,100+,100,8,
DATING,24,"1,000+",1000,8,
DATING,0,10+,10,8,
DATING,23,100+,100,8,
DATING,0,10+,10,8,
DATING,5,500+,500,8,
DATING,18,500+,500,8,
DATING,0,10+,10,8,
DATING,6,100+,100,8,
DATING,1,100+,100,8,
DATING,2,10+,10,8,
DATING,0,10+,10,8,
DATING,5,100+,100,8,
DATING,0,50+,50,8,
DATING,0,100+,100,8,
DATING,0,100+,100,8,
DATING,0,10+,10,8,
DATING,1,500+,500,8,
DATING,11,"1,000+",1000,8,
DATING,4,500+,500,8,
DATING,14,50+,50,8,
DATING,0,1+,1,8,
DATING,1,10+,10,8,
DATING,104,"1,000+",1000,8,
DATING,0,1+,1,8,
DATING,14,50+,50,8,
DATING,3,100+,100,8,
DATING,101,"10,000+",10000,8,
DATING,120,500+,500,8,
DATING,24,"1,000+",1000,8,
DATING,0,10+,10,8,
DATING,0,5+,5,8,
DATING,0,10+,10,8,
DATING,6,100+,100,8,
DATING,4954,"1,000,000+",1000000,8,
DATING,954,"100,000+",100000,8,
DATING,2560,"100,000+",100000,8,
DATING,59,"5,000+",5000,8,
DATING,3,"1,000+",1000,8,
DATING,10212,"1,000,000+",1000000,8,
DATING,105,"5,000+",5000,8,
DATING,21,"1,000+",1000,8,
DATING,42197,"5,000,000+",5000000,8,
DATING,28,500+,500,8,
DATING,6,100+,100,8,
DATING,5168,"100,000+",100000,8,
DATING,12633,"1,000,000+",1000000,8,
DATING,41605,"500,000+",500000,8,
DATING,8,"1,000+",1000,8,
DATING,218,"10,000+",10000,8,
DATING,3,100+,100,8,
DATING,2433,"500,000+",500000,8,
DATING,185,"10,000+",10000,8,
DATING,80,"10,000+",10000,8,
DATING,35,"1,000+",1000,8,
DATING,3,"1,000+",1000,8,
DATING,5,500+,500,8,
DATING,125,"5,000+",5000,8,
DATING,791,"10,000+",10000,8,
DATING,110,"10,000+",10000,8,
DATING,5323,"50,000+",50000,8,
DATING,478,"10,000+",10000,8,
DATING,825,"100,000+",100000,8,
DATING,69,"5,000+",5000,8,
DATING,158,"10,000+",10000,8,
DATING,24,"1,000+",1000,8,
DATING,53,"10,000+",10000,8,
DATING,182986,"5,000,000+",5000000,8,
DATING,1157,"100,000+",100000,8,
DATING,97699,"1,000,000+",1000000,8,
DATING,8,"5,000+",5000,8,
DATING,46,"10,000+",10000,8,
DATING,59,"5,000+",5000,8,
DATING,66,"10,000+",10000,8,
DATING,313769,"10,000,000+",10000000,8,
DATING,305737,"10,000,000+",10000000,8,
DATING,285838,"10,000,000+",10000000,8,
DATING,516917,"10,000,000+",10000000,8,
DATING,69,"5,000+",5000,8,
DATING,10,"5,000+",5000,8,
DATING,1212,"100,000+",100000,8,
DATING,1145,"100,000+",100000,8,
EDUCATION,6289924,"100,000,000+",100000000,9,
EDUCATION,181893,"10,000,000+",10000000,9,
EDUCATION,2544,"100,000+",100000,9,
EDUCATION,85375,"5,000,000+",5000000,9,
EDUCATION,314299,"10,000,000+",10000000,9,
EDUCATION,776,"100,000+",100000,9,
EDUCATION,9770,"5,000,000+",5000000,9,
EDUCATION,32346,"1,000,000+",1000000,9,
EDUCATION,4075,"500,000+",500000,9,
EDUCATION,10611,"500,000+",500000,9,
EDUCATION,9321,"1,000,000+",1000000,9,
EDUCATION,56065,"1,000,000+",1000000,9,
EDUCATION,14286,"5,000,000+",5000000,9,
EDUCATION,133136,"1,000,000+",1000000,9,
EDUCATION,2469,"500,000+",500000,9,
EDUCATION,36212,"5,000,000+",5000000,9,
EDUCATION,390,"500,000+",500000,9,
EDUCATION,1090,"1,000,000+",1000000,9,
EDUCATION,266948,"10,000,000+",10000000,9,
EDUCATION,342918,"10,000,000+",10000000,9,
EDUCATION,748,"1,000,000+",1000000,9,
EDUCATION,172640,"5,000,000+",5000000,9,
EDUCATION,61,"50,000+",50000,9,
EDUCATION,1619,"1,000,000+",1000000,9,
EDUCATION,3168,"1,000,000+",1000000,9,
EDUCATION,29855,"1,000,000+",1000000,9,
EDUCATION,6736,"1,000,000+",1000000,9,
EDUCATION,7005,"1,000,000+",1000000,9,
EDUCATION,889,"500,000+",500000,9,
EDUCATION,5741,"1,000,000+",1000000,9,
EDUCATION,27572,"5,000,000+",5000000,9,
EDUCATION,10852,"1,000,000+",1000000,9,
EDUCATION,9888,"500,000+",500000,9,
EDUCATION,1929,"500,000+",500000,9,
EDUCATION,1516,"100,000+",100000,9,
EDUCATION,215301,"10,000,000+",10000000,9,
EDUCATION,423,"100,000+",100000,9,
EDUCATION,254519,"5,000,000+",5000000,9,
EDUCATION,1107903,"10,000,000+",10000000,9,
EDUCATION,85375,"5,000,000+",5000000,9,
EDUCATION,181893,"10,000,000+",10000000,9,
EDUCATION,211856,"10,000,000+",10000000,9,
EDUCATION,99020,"1,000,000+",1000000,9,
EDUCATION,90481,"5,000,000+",5000000,9,
EDUCATION,32381,"1,000,000+",1000000,9,
EDUCATION,248912,"5,000,000+",5000000,9,
EDUCATION,248555,"5,000,000+",5000000,9,
EDUCATION,215301,"10,000,000+",10000000,9,
EDUCATION,272145,"10,000,000+",10000000,9,
EDUCATION,56897,"1,000,000+",1000000,9,
EDUCATION,8599,"1,000,000+",1000000,9,
EDUCATION,41185,"1,000,000+",1000000,9,
EDUCATION,29980,"1,000,000+",1000000,9,
EDUCATION,304,"10,000+",10000,9,
EDUCATION,358,"50,000+",50000,9,
EDUCATION,11904,"1,000,000+",1000000,9,
EDUCATION,22251,"1,000,000+",1000000,9,
EDUCATION,22384,"1,000,000+",1000000,9,
EDUCATION,99020,"1,000,000+",1000000,9,
EDUCATION,73404,"1,000,000+",1000000,9,
EDUCATION,12733,"1,000,000+",1000000,9,
EDUCATION,25183,"1,000,000+",1000000,9,
EDUCATION,52743,"1,000,000+",1000000,9,
EDUCATION,61749,"1,000,000+",1000000,9,
EDUCATION,55704,"1,000,000+",1000000,9,
EDUCATION,19277,"1,000,000+",1000000,9,
EDUCATION,13612,"100,000+",100000,9,
EDUCATION,37862,"1,000,000+",1000000,9,
EDUCATION,18372,"100,000+",100000,9,
EDUCATION,656,"10,000+",10000,9,
EDUCATION,240,"10,000+",10000,9,
EDUCATION,275,"50,000+",50000,9,
EDUCATION,13791,"500,000+",500000,9,
EDUCATION,3692,"100,000+",100000,9,
EDUCATION,2363,"100,000+",100000,9,
EDUCATION,1769,"100,000+",100000,9,
EDUCATION,430,"10,000+",10000,9,
EDUCATION,756,"100,000+",100000,9,
EDUCATION,3963,"100,000+",100000,9,
EDUCATION,316,"50,000+",50000,9,
EDUCATION,642,"50,000+",50000,9,
EDUCATION,1058,"100,000+",100000,9,
EDUCATION,2277,"100,000+",100000,9,
EDUCATION,85375,"5,000,000+",5000000,9,
EDUCATION,181893,"10,000,000+",10000000,9,
EDUCATION,6290507,"100,000,000+",100000000,9,
EDUCATION,211856,"10,000,000+",10000000,9,
EDUCATION,90481,"5,000,000+",5000000,9,
EDUCATION,99020,"1,000,000+",1000000,9,
EDUCATION,22384,"1,000,000+",1000000,9,
EDUCATION,32380,"1,000,000+",1000000,9,
EDUCATION,172505,"5,000,000+",5000000,9,
EDUCATION,69493,"10,000,000+",10000000,9,
EDUCATION,8599,"1,000,000+",1000000,9,
EDUCATION,1107884,"10,000,000+",10000000,9,
EDUCATION,41185,"1,000,000+",1000000,9,
EDUCATION,7973,"1,000,000+",1000000,9,
EDUCATION,266935,"10,000,000+",10000000,9,
EDUCATION,5695,"1,000,000+",1000000,9,
EDUCATION,142632,"5,000,000+",5000000,9,
EDUCATION,6290507,"100,000,000+",100000000,9,
EDUCATION,55256,"5,000,000+",5000000,9,
EDUCATION,172508,"5,000,000+",5000000,9,
EDUCATION,54798,"1,000,000+",1000000,9,
EDUCATION,4815,"500,000+",500000,9,
EDUCATION,75112,"1,000,000+",1000000,9,
EDUCATION,33646,"1,000,000+",1000000,9,
EDUCATION,1107903,"10,000,000+",10000000,9,
EDUCATION,314300,"10,000,000+",10000000,9,
EDUCATION,206527,"10,000,000+",10000000,9,
EDUCATION,9348,"1,000,000+",1000000,9,
EDUCATION,3816,"500,000+",500000,9,
EDUCATION,47847,"1,000,000+",1000000,9,
EDUCATION,16195,"1,000,000+",1000000,9,
EDUCATION,206,"50,000+",50000,9,
EDUCATION,28392,"1,000,000+",1000000,9,
EDUCATION,3241,"100,000+",100000,9,
EDUCATION,835,"100,000+",100000,9,
EDUCATION,2525,"100,000+",100000,9,
EDUCATION,828,"100,000+",100000,9,
EDUCATION,211856,"10,000,000+",10000000,9,
EDUCATION,200058,"10,000,000+",10000000,9,
EDUCATION,1239,"100,000+",100000,9,
EDUCATION,702,"10,000+",10000,9,
EDUCATION,108613,"10,000,000+",10000000,9,
EDUCATION,69498,"10,000,000+",10000000,9,
EDUCATION,148550,"10,000,000+",10000000,9,
EDUCATION,6290507,"100,000,000+",100000000,9,
EDUCATION,3847,"500,000+",500000,9,
EDUCATION,55256,"5,000,000+",5000000,9,
EDUCATION,84309,"5,000,000+",5000000,9,
EDUCATION,4815,"500,000+",500000,9,
EDUCATION,172508,"5,000,000+",5000000,9,
EDUCATION,1107948,"10,000,000+",10000000,9,
EDUCATION,266948,"10,000,000+",10000000,9,
EDUCATION,14206,"500,000+",500000,9,
EDUCATION,206532,"10,000,000+",10000000,9,
EDUCATION,9348,"1,000,000+",1000000,9,
EDUCATION,14700,"1,000,000+",1000000,9,
EDUCATION,42828,"1,000,000+",1000000,9,
EDUCATION,40209,"1,000,000+",1000000,9,
EDUCATION,37862,"1,000,000+",1000000,9,
EDUCATION,1405,"100,000+",100000,9,
EDUCATION,69498,"10,000,000+",10000000,9,
EDUCATION,148549,"10,000,000+",10000000,9,
EDUCATION,84311,"5,000,000+",5000000,9,
EDUCATION,211856,"10,000,000+",10000000,9,
EDUCATION,206532,"10,000,000+",10000000,9,
EDUCATION,172508,"5,000,000+",5000000,9,
EDUCATION,256079,"1,000,000+",1000000,9,
EDUCATION,2078,"100,000+",100000,9,
EDUCATION,16103,"1,000,000+",1000000,9,
EDUCATION,11,"1,000+",1000,9,
EDUCATION,21,"1,000+",1000,9,
EDUCATION,31085,"500,000+",500000,9,
EDUCATION,3528,"100,000+",100000,9,
ENTERTAINMENT,5456208,"100,000,000+",100000000,10,
ENTERTAINMENT,11656,"1,000,000+",1000000,10,
ENTERTAINMENT,28948,"1,000,000+",1000000,10,
ENTERTAINMENT,296771,"10,000,000+",10000000,10,
ENTERTAINMENT,470089,"50,000,000+",50000000,10,
ENTERTAINMENT,10939,"10,000,000+",10000000,10,
ENTERTAINMENT,98509,"5,000,000+",5000000,10,
ENTERTAINMENT,5241,"5,000,000+",5000000,10,
ENTERTAINMENT,22508,"10,000,000+",10000000,10,
ENTERTAINMENT,10291,"5,000,000+",5000000,10,
ENTERTAINMENT,7165362,"1,000,000,000+",1000000000,10,
ENTERTAINMENT,4885646,"100,000,000+",100000000,10,
ENTERTAINMENT,141980,"5,000,000+",5000000,10,
ENTERTAINMENT,6979,"1,000,000+",1000000,10,
ENTERTAINMENT,46618,"5,000,000+",5000000,10,
ENTERTAINMENT,103078,"5,000,000+",5000000,10,
ENTERTAINMENT,17682,"1,000,000+",1000000,10,
ENTERTAINMENT,37000,"1,000,000+",1000000,10,
ENTERTAINMENT,175528,"10,000,000+",10000000,10,
ENTERTAINMENT,1828284,"100,000,000+",100000000,10,
ENTERTAINMENT,34923,"5,000,000+",5000000,10,
ENTERTAINMENT,684116,"10,000,000+",10000000,10,
ENTERTAINMENT,46916,"1,000,000+",1000000,10,
ENTERTAINMENT,407698,"10,000,000+",10000000,10,
ENTERTAINMENT,702975,"50,000,000+",50000000,10,
ENTERTAINMENT,32458,"5,000,000+",5000000,10,
ENTERTAINMENT,235496,"10,000,000+",10000000,10,
ENTERTAINMENT,11661,"1,000,000+",1000000,10,
ENTERTAINMENT,653008,"10,000,000+",10000000,10,
ENTERTAINMENT,23063,"1,000,000+",1000000,10,
ENTERTAINMENT,87384,"10,000,000+",10000000,10,
ENTERTAINMENT,411683,"50,000,000+",50000000,10,
ENTERTAINMENT,8918,"1,000,000+",1000000,10,
ENTERTAINMENT,501498,"100,000,000+",100000000,10,
ENTERTAINMENT,2133296,"50,000,000+",50000000,10,
ENTERTAINMENT,29690,"1,000,000+",1000000,10,
ENTERTAINMENT,130549,"5,000,000+",5000000,10,
ENTERTAINMENT,613059,"50,000,000+",50000000,10,
ENTERTAINMENT,1633682,"100,000,000+",100000000,10,
ENTERTAINMENT,42050,"1,000,000+",1000000,10,
ENTERTAINMENT,2646,"100,000+",100000,10,
ENTERTAINMENT,21867,"1,000,000+",1000000,10,
ENTERTAINMENT,32732,"1,000,000+",1000000,10,
ENTERTAINMENT,653008,"10,000,000+",10000000,10,
ENTERTAINMENT,243747,"10,000,000+",10000000,10,
ENTERTAINMENT,2639,"100,000+",100000,10,
ENTERTAINMENT,1511,"100,000+",100000,10,
ENTERTAINMENT,44550,"1,000,000+",1000000,10,
ENTERTAINMENT,501497,"100,000,000+",100000000,10,
ENTERTAINMENT,5456208,"100,000,000+",100000000,10,
ENTERTAINMENT,7813,"500,000+",500000,10,
ENTERTAINMENT,1033,"100,000+",100000,10,
ENTERTAINMENT,2442,"100,000+",100000,10,
ENTERTAINMENT,15254,"1,000,000+",1000000,10,
ENTERTAINMENT,155234,"1,000,000+",1000000,10,
ENTERTAINMENT,310066,"10,000,000+",10000000,10,
ENTERTAINMENT,12216,"1,000,000+",1000000,10,
ENTERTAINMENT,388089,"10,000,000+",10000000,10,
ENTERTAINMENT,92058,"10,000,000+",10000000,10,
ENTERTAINMENT,88185,"10,000,000+",10000000,10,
ENTERTAINMENT,493,"50,000+",50000,10,
ENTERTAINMENT,33387,"1,000,000+",1000000,10,
ENTERTAINMENT,123279,"10,000,000+",10000000,10,
ENTERTAINMENT,27424,"1,000,000+",1000000,10,
ENTERTAINMENT,60841,"5,000,000+",5000000,10,
ENTERTAINMENT,29706,"1,000,000+",1000000,10,
ENTERTAINMENT,288150,"5,000,000+",5000000,10,
ENTERTAINMENT,14807,"1,000,000+",1000000,10,
ENTERTAINMENT,319692,"10,000,000+",10000000,10,
ENTERTAINMENT,61201,"10,000,000+",10000000,10,
ENTERTAINMENT,22998,"1,000,000+",1000000,10,
ENTERTAINMENT,12398,"1,000,000+",1000000,10,
ENTERTAINMENT,35928,"1,000,000+",1000000,10,
ENTERTAINMENT,64448,"1,000,000+",1000000,10,
ENTERTAINMENT,22378,"1,000,000+",1000000,10,
ENTERTAINMENT,501498,"100,000,000+",100000000,10,
ENTERTAINMENT,5456599,"100,000,000+",100000000,10,
ENTERTAINMENT,296829,"10,000,000+",10000000,10,
ENTERTAINMENT,310095,"10,000,000+",10000000,10,
ENTERTAINMENT,88185,"10,000,000+",10000000,10,
ENTERTAINMENT,388089,"10,000,000+",10000000,10,
ENTERTAINMENT,92058,"10,000,000+",10000000,10,
ENTERTAINMENT,123279,"10,000,000+",10000000,10,
ENTERTAINMENT,319691,"10,000,000+",10000000,10,
ENTERTAINMENT,60841,"5,000,000+",5000000,10,
ENTERTAINMENT,288150,"5,000,000+",5000000,10,
ENTERTAINMENT,16372,"500,000+",500000,10,
ENTERTAINMENT,58028,"5,000,000+",5000000,10,
ENTERTAINMENT,33387,"1,000,000+",1000000,10,
ENTERTAINMENT,61201,"10,000,000+",10000000,10,
ENTERTAINMENT,736864,"10,000,000+",10000000,10,
ENTERTAINMENT,29706,"1,000,000+",1000000,10,
ENTERTAINMENT,27424,"1,000,000+",1000000,10,
ENTERTAINMENT,1968,"500,000+",500000,10,
ENTERTAINMENT,35279,"1,000,000+",1000000,10,
ENTERTAINMENT,35931,"1,000,000+",1000000,10,
ENTERTAINMENT,14807,"1,000,000+",1000000,10,
ENTERTAINMENT,17247,"1,000,000+",1000000,10,
ENTERTAINMENT,87723,"10,000,000+",10000000,10,
ENTERTAINMENT,18523,"1,000,000+",1000000,10,
ENTERTAINMENT,182103,"10,000,000+",10000000,10,
ENTERTAINMENT,197774,"10,000,000+",10000000,10,
ENTERTAINMENT,8674,"1,000,000+",1000000,10,
ENTERTAINMENT,5456708,"100,000,000+",100000000,10,
ENTERTAINMENT,296771,"10,000,000+",10000000,10,
ENTERTAINMENT,58082,"10,000,000+",10000000,10,
ENTERTAINMENT,388089,"10,000,000+",10000000,10,
ENTERTAINMENT,310066,"10,000,000+",10000000,10,
ENTERTAINMENT,123279,"10,000,000+",10000000,10,
ENTERTAINMENT,88185,"10,000,000+",10000000,10,
ENTERTAINMENT,319691,"10,000,000+",10000000,10,
ENTERTAINMENT,7813,"500,000+",500000,10,
ENTERTAINMENT,60841,"5,000,000+",5000000,10,
ENTERTAINMENT,653008,"10,000,000+",10000000,10,
ENTERTAINMENT,27424,"1,000,000+",1000000,10,
ENTERTAINMENT,33387,"1,000,000+",1000000,10,
ENTERTAINMENT,407719,"10,000,000+",10000000,10,
ENTERTAINMENT,288150,"5,000,000+",5000000,10,
ENTERTAINMENT,115033,"10,000,000+",10000000,10,
ENTERTAINMENT,22997,"1,000,000+",1000000,10,
ENTERTAINMENT,61201,"10,000,000+",10000000,10,
ENTERTAINMENT,801,"100,000+",100000,10,
ENTERTAINMENT,29706,"1,000,000+",1000000,10,
ENTERTAINMENT,27424,"1,000,000+",1000000,10,
ENTERTAINMENT,12398,"1,000,000+",1000000,10,
ENTERTAINMENT,35279,"1,000,000+",1000000,10,
ENTERTAINMENT,35931,"1,000,000+",1000000,10,
ENTERTAINMENT,22378,"1,000,000+",1000000,10,
ENTERTAINMENT,14807,"1,000,000+",1000000,10,
ENTERTAINMENT,197774,"10,000,000+",10000000,10,
ENTERTAINMENT,8674,"1,000,000+",1000000,10,
ENTERTAINMENT,8968,"1,000,000+",1000000,10,
ENTERTAINMENT,303,"10,000+",10000,10,
ENTERTAINMENT,407719,"10,000,000+",10000000,10,
ENTERTAINMENT,732,"100,000+",100000,10,
ENTERTAINMENT,1856,"100,000+",100000,10,
ENTERTAINMENT,50725,"5,000,000+",5000000,10,
ENTERTAINMENT,123279,"10,000,000+",10000000,10,
ENTERTAINMENT,243747,"10,000,000+",10000000,10,
ENTERTAINMENT,1575,"100,000+",100000,10,
ENTERTAINMENT,6238,"100,000+",100000,10,
ENTERTAINMENT,9941,"1,000,000+",1000000,10,
ENTERTAINMENT,23666,"1,000,000+",1000000,10,
ENTERTAINMENT,67554,"1,000,000+",1000000,10,
ENTERTAINMENT,38769,"1,000,000+",1000000,10,
ENTERTAINMENT,160164,"10,000,000+",10000000,10,
ENTERTAINMENT,3771,"100,000+",100000,10,
ENTERTAINMENT,256664,"10,000,000+",10000000,10,
ENTERTAINMENT,787177,"10,000,000+",10000000,10,
EVENTS,3782,"100,000+",100000,11,
EVENTS,40113,"5,000,000+",5000000,11,
EVENTS,7074,"500,000+",500000,11,
EVENTS,2153,"50,000+",50000,11,
EVENTS,26089,"5,000,000+",5000000,11,
EVENTS,20611,"1,000,000+",1000000,11,
EVENTS,811,"10,000+",10000,11,
EVENTS,15558,"1,000,000+",1000000,11,
EVENTS,573,"100,000+",100000,11,
EVENTS,37,"10,000+",10000,11,
EVENTS,8232,"1,000,000+",1000000,11,
EVENTS,3089,"100,000+",100000,11,
EVENTS,3874,"100,000+",100000,11,
EVENTS,464,"100,000+",100000,11,
EVENTS,731,"50,000+",50000,11,
EVENTS,69,"1,000+",1000,11,
EVENTS,8800,"1,000,000+",1000000,11,
EVENTS,99,"10,000+",10000,11,
EVENTS,30,500+,500,11,
EVENTS,456,"50,000+",50000,11,
EVENTS,6,100+,100,11,
EVENTS,4,100+,100,11,
EVENTS,3200,"100,000+",100000,11,
EVENTS,5839,"100,000+",100000,11,
EVENTS,4,500+,500,11,
EVENTS,663,"100,000+",100000,11,
EVENTS,16,100+,100,11,
EVENTS,1065,"100,000+",100000,11,
EVENTS,3,100+,100,11,
EVENTS,13,"1,000+",1000,11,
EVENTS,46,"5,000+",5000,11,
EVENTS,1953,"100,000+",100000,11,
EVENTS,12,"1,000+",1000,11,
EVENTS,4298,"100,000+",100000,11,
EVENTS,1,100+,100,11,
EVENTS,49,"1,000+",1000,11,
EVENTS,100,"50,000+",50000,11,
EVENTS,11,"5,000+",5000,11,
EVENTS,399,"100,000+",100000,11,
EVENTS,5,100+,100,11,
EVENTS,28,"1,000+",1000,11,
EVENTS,250,"1,000+",1000,11,
EVENTS,1,100+,100,11,
EVENTS,7,500+,500,11,
EVENTS,48,"1,000+",1000,11,
EVENTS,120,"10,000+",10000,11,
EVENTS,9,"1,000+",1000,11,
EVENTS,7,500+,500,11,
EVENTS,1,100+,100,11,
EVENTS,110,"5,000+",5000,11,
EVENTS,0,1+,1,11,
EVENTS,16,100+,100,11,
EVENTS,59,"5,000+",5000,11,
EVENTS,0,10+,10,11,
EVENTS,9,"1,000+",1000,11,
EVENTS,2,10+,10,11,
EVENTS,7,100+,100,11,
EVENTS,0,10+,10,11,
EVENTS,3,500+,500,11,
EVENTS,1,10+,10,11,
EVENTS,0,100+,100,11,
EVENTS,0,10+,10,11,
EVENTS,0,10+,10,11,
EVENTS,8,500+,500,11,
FAMILY,470694,"50,000,000+",50000000,12,
FAMILY,42145,"10,000,000+",10000000,12,
FAMILY,4449910,"100,000,000+",100000000,12,
FAMILY,14774,"1,000,000+",1000000,12,
FAMILY,12753,"5,000,000+",5000000,12,
FAMILY,33983,"5,000,000+",5000000,12,
FAMILY,20267,"1,000,000+",1000000,12,
FAMILY,5761,"1,000,000+",1000000,12,
FAMILY,11618,"5,000,000+",5000000,12,
FAMILY,12948,"1,000,000+",1000000,12,
FAMILY,685,"100,000+",100000,12,
FAMILY,9779,"5,000,000+",5000000,12,
FAMILY,369378,"50,000,000+",50000000,12,
FAMILY,11436,"1,000,000+",1000000,12,
FAMILY,2150,"500,000+",500000,12,
FAMILY,48615,"10,000,000+",10000000,12,
FAMILY,382,"500,000+",500000,12,
FAMILY,24936,"5,000,000+",5000000,12,
FAMILY,1109,"1,000,000+",1000000,12,
FAMILY,974,"500,000+",500000,12,
FAMILY,108795,"10,000,000+",10000000,12,
FAMILY,1455,"500,000+",500000,12,
FAMILY,1024,"1,000,000+",1000000,12,
FAMILY,1014822,"50,000,000+",50000000,12,
FAMILY,86961,"10,000,000+",10000000,12,
FAMILY,7320,"1,000,000+",1000000,12,
FAMILY,269194,"10,000,000+",10000000,12,
FAMILY,59843,"5,000,000+",5000000,12,
FAMILY,18616,"1,000,000+",1000000,12,
FAMILY,11950,"5,000,000+",5000000,12,
FAMILY,4289,"500,000+",500000,12,
FAMILY,68286,"10,000,000+",10000000,12,
FAMILY,11716,"1,000,000+",1000000,12,
FAMILY,3323,"1,000,000+",1000000,12,
FAMILY,36606,"10,000,000+",10000000,12,
FAMILY,328619,"10,000,000+",10000000,12,
FAMILY,10216997,"100,000,000+",100000000,12,
FAMILY,46741,"10,000,000+",10000000,12,
FAMILY,530854,"10,000,000+",10000000,12,
FAMILY,7050,"1,000,000+",1000000,12,
FAMILY,235906,"10,000,000+",10000000,12,
FAMILY,17753,"1,000,000+",1000000,12,
FAMILY,6294400,"100,000,000+",100000000,12,
